clean_review,Star
come morning breakfast way work got angry bird eyebrows chick workin drive order wrong not little wrong like wrong! today simple order coke sausage biscuit strawberry jam trys frappuccino clarify ordered dr pepper instead coke grape instead strawberry everyday occurrence working drive window talked shift manger laughed wait new mc ds open 114 35!!,1
mcdonald,1
it's mcdonald's service fast friendly can't 5 stars it's mcdonald's unless staff rude place dirty it's hard mess mcdonald's,4
worst mcdonald's branch ever! drinks pre poured placed table time drink bubbles seller cash register phone order repeat order times feel disrespected little irritated,1
mcdonald's horrible period food cold fries soggy nuggets soggy ask sauce make sure got cause paid 50cent fee not gotten,1
chicken nugets,4
mcdonald's hi tech unsettled order machines card way like mickey d's fries good 7 minutes they're cold soggy shovel feels gross,5
stopped canada trip family ordered big macs quarter pounder burgers super fresh definitely stop lady counter brought food didn t h,5
mane got lucky today fries fresh hot quarter pounder fresh hot bust visit mcdonalds years,5
best,4
service decent not crowded got,3
management sucks sent home claimed wasn't doing assisting order different ordered got refunds thumbs erin,1
liked zoo location,3
good breakfast,5
excellent service delicious healthy,5
drive guy super disrespectful awful deal ordered online said didn't charged instead providing solution stood staring not saying got food asked rolled eyes said absolutely worst experiences drive 0,1
neutral,3
opens late night save day come home late big parking lot good service food,4
long lines did mikey d's expensive? granddaughter wanted mcflurry ice cream machine wasn't working machines working order? alt spgs mcdonald's 434 walmart just bad machine broken numerous times frustrating,3
not riki riki,1
good service tucked away,5
worst experience it's fast food ordered 5 ice creams we've waited 30 minutes horrible,1
staff best serve quickly correctly,5
good experience mcdonals s today 08 27 20 usual went drive lady fair skin knows arrogant no respect doesn t manners asked gave coupon said large fries order large fries caramel frappe using coupon fry said okay told total 14 !!!!!!!!!!! frappe fries !!!! screamed said asked begi,1
ice cream cream cookie mad girls good eats,5
possible leave 0 stars absolutely zero customer service interaction guys drive order placed spoke word person guy payment window busy talking guy person push food window couldn't bothered tell 2 pick windows stop say behavior excused busy weren't busy doesnt excuse gross lack basic human interaction,1
horrible mcdonald's visited mcdonald's late evening getting cussed employee mopping floor supposed know area mopping sign? just tell politely watch step would've kept coming mcdonald's mopping floor cussing customers walking wet floor needs fired,1
wasn't customers restaurant french fries cold,2
terrible,1
not open 24 hours advertised,3
excellent,5
excellent,5
delicious apple pie,5
ordered drive not tell cashier attached window order staff stands joking yelling instead servicing,1
can't star order 4 times sitting line 45 mins got wrong team needs training severely ended working manager did food free spouse teenage inedible,1
not 24hrs close 11pm,3
loud obxious mgrs screaming orders,1
wait longer expekted food good,2
good food,5
clean prompt service,4
no good food,1
crowded fabulous customer service clean bad thing developed parking lot drunk,5
excellent,5
mcdonald's dallas zoo kids hungry christmas lights night event zoo went alright service relative quick store quite dirty play place looked like hasn't wiped likely haven't sanitized bathrooms needed fixing dirty hope management quickly fix parents want come it's convenient location zoo,3
generally know you're getting mcdonald's drive not location! burgers messy not stacked properly fries inedible soggy barely room temp hard pass,1
sold returned food coffee night cashier asked wait door didn't want receipt brought burgers no napkins cream coffee not order,1
awesome food great service,5
tasty,4
u wrong order?????i order blueberry pie u holiday pie????or u just don t pie????an,1
terrible,1
no toilet paper went bad bad,1
right street mandalay bay makes place perfect quick bite great service great food parking premises enjoy!,5
clean friendly staff fast table service wish mcdonald's home town nice,5
slow!!,3
serivce horrible walked asked drinks serveral times workers lost confused walked ice tea appertantly caused distrubance doing never going,1
great service w smile,5
place order forgot food bathrooms smelled play area closed,3
staff rude,1
best mcdonald's,5
no cars took minutes order left hadn't starving 5 year old,1
food good right never toys offered mconalds preorder app exept inisex really just boys short rude asked proper toy little 2 yr old daughter obviously not avengers,2
good circumstances,5
wait midnight burger unsatisfing taste coke no soda,2
took 20 minutes order messed order charged mess questioned price gave hard time just receipt prove wrong took 10 minutes,1
really long slow line drive took forever,2
excellent,5
basically want mcdonalds bums beggars store day,5
good experience fries piping hot beat,5
irritated right woman took order messed shorted order went rest order proceeded try charge again!! tried talk management got fax noises ridiculous not coming mcdonald's!!,2
fast service staff friendly attitude,4
carbonated drinks joe biden,1
manager cassandra rude customers unprofessional did not acknowledge people standing register asked taking orders reply that's kiosks customers walked work uber eats driver picking food experience unpleasant,1
parking driving space parking lot terrible,3
location pull number lane wait food never came it!! wth!!,1
time throw slide feel like mcdonald's not clean professional everytime chairs sticky food pretty fake hamburgers tiny bread soggy,3
not restroom available,3
good food,4
used love mcdonald's fries not no can't never really fresh mcdonald's used tell make mcchicken did taste better preheated waiting lol,1
no leadership teach run business!!!!!!,1
nice place stop crossing service pretty fast thnaks help automated service screens restaurant clean access drive lanes huge parking place park restaurant offers free wi fi convenient,5
neutral,3
order large able complete fast manner,5
employees frequently attitudes frustrating!! times just decided close lobby early bc felt like standing showing lobby close time say 'we close little early today ' horrible management!!,3
mcd's fast cheap,4
went today 11 15am asked free big mac maccoin said not authorized 08 02 2018,5
probably fastest mc donald s area saw big line cars spent 10 minutes left place inside attention se,5
food hot n fresh just minutes,4
standard mcdonald's!,5
short changed order not friend took use restroom!!,2
terrible,1
great place cup coffee keto diet mcdonald's whipped butter yes it's real butter half half ask whipped cream believe coffee tastes better butter cream not stevia make keto breakfast eggs bacon sausage layered,4
wow therapists brilliant!,5
favorite mcdonald's world eat outside just hang outside watch beach goers tourist listening good choice music intercom 24 7,5
open 24 hours dining room drive wifi too! thank mcdonald's!,5
work pretty close location try avoid sheer homeless drug users visit establishment lines not usually long disorganized wait time 15 minutes just sandwich food promotions par locations,3
manager maria truly rude!! bad service overall ignored customers requests asked refill sprite ignored twice customers amazed attitude,1
excellent service management staff love having meals,5
fantastic theme inspired dallas zoo compliments spacious great kids play area crew good visit visiting near zoo kids love refreshing unique look mc donald,5
got location frequently despite hearing horror stories location close tonight order messed yelled tell person taking order like bacon double quarter pounder w cheese tea drink make combo large thing discussion gave unsweetened tea screen tell like sweet tea drink tells ordered wrong said normally come default sweet tea said usually said nah! that's not clears entire order puts quarter pounder cheese tell ordered bacon double quarter cheese sweet tea make combo large saw not right screen repeated order correctly pulled pay order waited served checked order told person window not double person window talked person took order came window yelled ordered told said double times ordered 5 times exact person took order looked manager yelled no! way ordered asked single repeated asked bacon double quarter cheese started arguing order sweet tea finally told make order did not trust point said leaving not awful experience not tell friends family avoid location despite served community 10 years,1
bad service disgusting place churre supervisors set example just gossip speak ill clients don't know owners not come surprise people really deserve job hygiene shines hand sanitizer,1
excellent,5
horrible experience,1
horrible service wait excruciatingly long workers unprofessional,1
new fresh beef takes long receive order 8 12 minutes ordering slow wendy's!,3
excellent,5
waited hour mcchickens asked ketchup no kethup asked water no water mcdonalds sucks,1
good,4
excellent,5
fun experience,5
food hot fresh visited,5
good service,4
not good waited long food order wrong,1
lied said food,1
need happy people people actually acknowledge guest smile it's horrible feel like bother customer spending hard earned working money restaurant not good business especially regular needs attention immediately earn people's business,2
frys cold did not large drink ordered asked receipt 3 people just walked lost said forget left,2
hispanic young skinny girl shes cash register attitude stinks,2
went time champ !! recommended people friendly employees,5
hot fresh! quarter pounder cheese mac sauce pickles shredded lettuce only!! it's best!! gotta try kia d wetalkradio com,5
neutral,3
excellent,5
quite resort asked ketchup gave bag 5 hamburgers 10 nuguets,4
no vegetarian options,1
fresh tasty foods,5
stayed downtown stopped sandwich coke coke machine broken homeless lobby bathrooms homeless obvious drug use employee worried bathroom door lock messed 2 sandwhich order manager quickly fixed typical big city overpriced trashy fast food place felt like new york city,1
excellent classic micky d,5
mac attack good hot grill request! fries not hot,4
place smells horrible bought french fries hot tea omg couldn t eat french fries bec,1
long wait food not clean inside,2
guess extra added experience play area arcade boost micky ds know world like slightly different pasta pizza day breakfast option,5
it's mcdonald's!,3
saw hand mixing shake mcflurry wasnt mixed best thing animal sculptures,2
rich combos good prices,5
stay away place!!,1
good,4
hard unsweetened tea ordered instead sweet tea got hwy took sip realized ineptitude staff late turn,1
fast service,4
no mcdonald,1
wrong orders watch double order lanes mean double mistakes,2
completely average unclean cheap cool occasionally absentminded staff,3
really bad service,1
friendly professional staff food tastes fresh time like fact 2 ordering stations busy quickly possible time im area make sure stop strawberry sundae place worth stopping grab snack meal,5
far worse mac's world lot seats worn need replacing toilet closed security sending people nearby pizza shop,1
visiting disney staying hotel street come twice leaving park 11 12 30 time waited drive 15min just place order 20min pay food reason don't leave open,1
it's ok food wise i've issue coffee don't coffee anymore workers attentive nice,3
not usually crowded like staff smile,4
i've never scene worse place life! bad service terrible food 25 minutes mcchicken you're kidding right,1
fast friendly service clean bathrooms,5
food bad service good,1
excellent,5
jamie excellent drive service not professional,3
worst mcdonalds i've just awful customer service did 10pm took 20 minutes meal staff busy joking messed peoples orders,1
neutral,3
doesn't matter time day going 15 20 minute wait food ordered it's 5 10 minutes wait order focus solely drive versus counter,1
went new year's eve countdown new york americans eat hamburgers parties like japanese people eat ramen know feeling thank open despite late night end year!,3
drink machine did not work order not correct,3
pretty modern clean mcdonald's location nice outdoor seating area weather cooler workers friendly food came quick expected,4
tasty,5
attend quickly?,5
excellent,5
ruse opened window reached food not looking left! tried ask gave window shove shut walked away no eye contact didn't pasture body horrible experience feel invisible!,1
excellent,5
it's nice automated ordering machines cash payment option doesn't work menu fantastic lots options,4
waste monwy,2
bad bought coffees took 19 minutes moved parking lot return didn't bought lousy service,2
takes forever breakfast time inside,2
ok guess need stop going mcdonalds hurry ordered double cheese small order fries pickup windows watched windows handing food line moved drove furthest window sat sat watched 4 cars pick food window good 5 minutes passed backed window food handed person basically threw food word 10 steps 10 steps bring food fries cold bun burger stale pay deserve salt lake mcdonalds,1
rare occasion family stops order gets screwed not it's drive screws kiosk cool game table fun no way makes lack attention orders rare visits rare,2
terrible restrooms average place order mobile serve table forget you'll pick don't mind inform order ready pick don't leave hanging! never coming giving 4 stars food mcdonald's wrong pre food?,1
literally waited 20 minutes sign says place tent table relax delicious food way wasn't delivered,1
worst mcdonalds missing order forget chicken nuggets happy meal imagine come home child finds,1
nice,4
ordered items just got not time pay stuff dont discovered home save money !?,1
honestly useless people place ordered twice uber eats orders wrong tonight s orders goes missing 2 fries big mac come stupid people boss send home emailing mcdonald,1
soggy burgers lettuce bad!!,1
just ok,4
excellent,5
it's not used longer waits line service isn't really great they're understaffed people overworked not paid does serve local community passerbuys good,2
coming montreal stop clearing customer stopped breakfast 930 did not egg steak cheese bagel fact no bagels ordered muffing egg meals got biscuit meal took order,1
poor,2
ok think kiosk help figured thank god wasn't busy,3
kinda bummed got rid lot chicken options no grilled salads kind,3
bathroom needed clean consistently cashiers nice,3
hot food nice,5
fast service clean dining open 24 hours lots seating,5
mcdonalds best fries n apple pie abosoulutly love things ohh love big macs,5
fast good that's no,4
hit miss just order ahead app pick inside check order!! there's wrong,1
food good,5
slow bad service,1
got hands worst mcdonald's restaurants service downright abysmal extremely high priced say food does live mcdonald's standards time fight homeless people deal bad customer service pay exorbitant prices location just isn't worth thing note location does not honor surveys buy free,1
busy line moved fast hard cars exit drive line wait till line moves pass,4
drive 10 58 tried ordering lunch told couldn't order told i'd just wait 2 minutes like car ahead took 5 minutes order no big deal right? nope manager comes yells pull didn't care just 1 car ordering thought blocking escape time actually got drive cars ahead 11 01am really smart guys i'll happily business no longer stopping zoo trips kids,1
place today worst customer service experience,1
fast service,5
went mcdonalds ordered deluxe spicy chicken sandwiches fries drinks chicken hard fries burnt soda acceptable,1
excellent,5
it's mcdonald's food ok,3
nasty bathroom nasty smells bad no napkins poor service cheap cheap cheap,1
good service,5
excellent,5
excellent,5
good,5
employees running store evening went completely overwhelmed managed great service smile guys deserve raise,5
it's mcdonald's said clean parking extremely small spaces tight good luck getting large suv,3
burger not feel sick ate lot real soft looked saw,1
neutral,3
excellent,5
04 18am 10 22 22it written clock clock deception clock written works 24 hours arrive works it's lie!!!,1
rude,1
service food served mcdonald's jesse really stood place ca dee,2
neutral,3
waited 40 minutes drive started turning cars away would've loved options sparse 1 got window manager literally didnt care horrible service,1
food good quick,5
rude,1
fries cold burger old ordered 1am think food fresh,1
asian looking manager killed vibe asking questions cafe drinks bubbly tone just replied really monotone voice trying make conversation just ignored feel awkward hell,3
ordered quarter pounders deluxe cheese no pickle no onion no lettuce tomato glad replace 10mims later hot fries sandwiches onions pickles nevergetitright mcdonalds,2
helpful meeting request purchasing cookies,5
world biggest mcdonald s called world slowest mcdonald s order took 20 minutes reach m case pizza really good british ppl concerned delay like quarter pounder nuggets experienced 25 minutes delay steadily big traffic customers,3
excellent,5
dirty bad food,2
guy meth pipe going trash food expected it's not mcdonald's fualt methademic,5
spent 20 minutes line told serve breakfast 2am menu said lunch told don't waste time going night i've gone separate times seriously awful experiences don't there's denny's near gas stations better service better food,1
can't believe place brand new parking lot horrible worst design i've seen people drive parking lot trapped parking lot no menus no store employees counter it's like employees scared leave kitchen like high anxiety actually facing stand counter forever no come,1
didn't drink took order! you're welcome aware double check,1
location left adjacent train station couple blocks pier crowded check food,3
prefer locations security inside constant shady business going outside,2
asked wait spot asked jelly completely ignored inside trash customer service blame management not holding accountable,1
say eat mcdonalds ate place doesnt dollar menu main menu limited kind expensive clean inside,3
good,4
good service,5
wow good deals plus bonus rewards,5
price fine no matter mcdonald s hav,3
tipical,3
customer friendly buns fresh,4
perfect,5
nice place,4
not florida mcdonald's visited area best experiences ask nice people fast fresh food super fun play areas no complaints whatsoever,5
horrible mcdmcdonal,1
poor service rude attitude,1
mcdonald's hasn't shut place needs cashiers security broom absolute otrosity homeless people establishment shut mcdonald's open homeless shelter reason gave star couldn't post,1
super slow service,3
good,4
terrible place,1
,5
excellent,5
dirty slow ghetto,2
quick service staff friendly,5
small inside walmart bit wait tho not staff imagine it's busy!x,4
ordered 4 pies doordash bags come sealed know it's not drivers fault 2 bag half order missing!! called what's christian basically told 'too bad do',1
terrible set drive long wait,3
you're paying you're receiving crowded mcdonald's mind lines long food mcdonald's specials pasta pizza desserts people trying best don't expect 5 star restaurant treatment time limited budget fulfill curiosity p s check deals discounts,4
excellent,5
los angeles great service fast,4
went night request son long day driving bad ordered filet totally hard not just bread fish hockey puck nasty throw fries thank goodness least! waited long line nuggets fries okay,2
good stop mcdonald s don t usually grabbing 2c combo reminds old californi,5
absolutely terrible quality control thinks ok send paying customers mind blowing,1
sucked biscuits old hard not going,2
excellent,5
it's okay service decent better,3
absolutely no employees speak english waited 20 minutes food utilize google translator employees understand not received order,1
great place kids,5
quick d m good 2022 good,5
trouble place lobby says 12am close close 10 30,1
busy line moved fast hard cars exit drive line wait till line moves pass,4
fast service short walk mandalay bay,4
excellent,5
biggest mcdonald,5
service pork employees don't tipe education restaurant dirty,1
manager great!,5
littely best fries,5
excellent fast food place excellent food chain,5
point service got straws napkins salsa breakfast burrito! quick service too!,5
neutral,3
really cool atmosphere lines extremely long 11 night 8 10 kiosks make order 1 operational visited prices extremely high double price menu items home state !,3
excellent,5
came pick order 5 morning manager brown hair dealt rudely politely requested uber pick showed attitude just shut window awful experience like suggest etiquettes respect customers work restaurant know deal customers uber orders,1
location scam half items missing incorrect bread burgers steel thrown garbage shame lazy bums,1
biggest macdonald saw! selling pizza,5
neutral,3
good good ! love love mcdonald's french fries mocha hot coffee,5
poorly customer service asked carmelfrapa got no carmel didn't store wasn't told inside drive unsatisfied,1
good,4
service great especially pre order app place kept clean,5
bad location unfortunately place taken homeless beggars,2
good,5
drink n cheese burger n burger n cheese colder ketchup it's rare hot chburger mcdonald's,1
poor,2
excellent,5
rude nasty people inside counter no help patience people old not computer savvy drive messed order charged hadn't ordered lady manager nice,1
like yummy,2
neutral,3
went drive ordered large fry chicken deluxe sandwiches got pay window read spicey chicken sandwiches restated wanted deluxe crispy chicken sandwich said fix having pay second time lettuce tomato got order spicey chicken sandwich inside deluxe crispy chicken b,1
okay,3
disgusting love mcdonald's franchises don't know cook food,2
wrong food time,1
claims 24 hours s constantly closed mcflurries,1
usually high reviews not time service excellent fast professional staff way truely representing mcdonald's culture unfortunately issue homeless people brings location restroom bad odor homeless people washing restroom door doesn't close what's going drug use speculate plenty homeless people going establishment eat use restroom carry bad odor ruins atmosphere it's depressing witnessed homeless man hauled santa monica police lounging not purchasing food loud unruly applaud quick response security officer duty immediately asked man leave times maintaining composure homeless man escalated it's tough job it's getting priorities kept customer satisfaction safety key staff shows,3
neutral,3
arrogant took coupon gave options took cheapest sold expensive offer spoke fast english couldn't understand make fun,1
service slow managers did not work urgency orders time people waited 20 minutes orders,2
excellent,5
macdonald alameda seven street employees eat inside customers not don't can't eat inside,1
ordered food finished 20 minutes waited use restroom defecated toilet nust threw leave,1
excellent,5
treat customers bad,1
unfortunately mcdonald's prices aren't worth food,3
best food quality best,5
fast good,4
staff kind courteous quickly corrected order received ketchup bbq sauce,5
mcdonald's expect? write endlessly minute details relating cleanliness quality staff product really wouldn't value truly mcdonalds certainly not gourmet won't die,3
good,4
super cute set play area kids,5
excellent,5
awful service ran order 5 quarter pounders large fries 2 reg cokes sodas mixed diet quarter pounders hamburger meets stuffed mayo like 20 pickles disgusting mess order late 34 dollars later cups water quarter pounder asked speak manager youn,2
good service,4
slow employees not really kind uber eats not attention place clean,2
love caramel frappe!!,5
used love location close home lately service gone hill drive usually orders! new management what? quit thanking order right oh say cremes 4 splendas coffee right morning sticker coffee said 3 cremes 4 sugars diabetic tested not right waited work splenda thinking not right drank half noticed sticker coffee affected health sugar! kore bore hope change,3
haven,1
truth usa queens don't let sit drive tru it's ugly,2
excellent,5
20 minute wait 2 egg mcmuffins,2
long waiting time expend 37 minutes drive happy meal don't visit mcdonald's unless like wait 30 minutes,1
good,4
management staff mannerly quick resolve issues,5
crowded dirty,3
took long food thought waiting finish slaughtering cow make burger,1
pizza good service slow chaotic crowded odd mcdonald's pizza pasta menu no rootbeer that's weird,3
wish food lil hotter lil fresh hey that's fast food ya!,4
takes way long come answer drive drove staff phone,1
hotcakes coffee,5
super fast,5
good time no wait just large chocolate,4
terrible,1
aspect adds appeal mcdonald's affordability menu prices generally budget friendly making attractive option individuals families looking quick affordable meal availability value meals combo deals enhances value money,5
closed no sweet tea 10pm say maintenance issues having problems just close won't,1
update updating 1 stars drive 20 mins today cars leaving line bc wasn t moving got 2 lane no came speaker left customer service terrible starting ordering screen drive employees never greet never thank look tired moody exceptions did look badge surpri,1
credit card stolen used 430 morning manager not helpful read happens lot,1
homeless people close,3
excellent,5
good,4
no outdoor seating drive inside pick food time,4
mcdonald believe la nice don't eat mcdonald's right uncle eats breakfast likes they're nice,5
service good food value good !,5
i'd wasn't homeless person resting inside good,3
neutral,3
special order got right thank,5
newly renovated date technology,5
mobile order not working number order phone said,1
service awful employees rude,1
trash,1
neutral,3
normal like mcds clean chickens not fresh usual,3
neutral,3
staff kind homeless people come store polis comes lol,3
working doordash area everytime pick order wait 30 minutes atleast people just standing doing asked manager lady pointed guy sitting eating hasn't just happened happened time! don't like accept orders mcdonald make money place needs stuff gear it's busy place not really competition,1
ordered good service shifts floors mopped people working respectively good busy place,5
line long moved right employees friendly courteous food fresh hot definitely mcdonald's,4
slow food good,2
good,4
neutral,3
calling try check kept answering phone hanging not trying help time answered just sat phone heard people talking background horrible,1
big breakfast w pancakes no syrup butter cutlery,1
service location fast easy order right,5
location nice deliver food table 4 stars food cold arrived probably given 3 stars got 2 extra nuggets happy meal,4
excellent,5
recently advertised 100 real meat patties quarter pounder burger expect great taste great value did not fail didn't feel different burger options selected menu again? yeah not? makes mouth watering meal quick served ready minutes warm juicy bite followed second maybe fourth? knows really? just try today munchies hit mount everest peaks!,4
bad communication ordering drive recommend place customer service important,1
absolutely worst service mcd's place busy lacked people handle customers angry having wait long food return theirs inaccurate orders took 20 minutes simple order chicken wrap sweet tea,3
average mcd's small drive jam packed went walked ordering dining section roped area needs cleaning 5 minutes,3
great experience great food,5
excellent,5
half menu listed stock kiosk ordered soft drink didn't offer called counter table tents missing reminded drink handed cup water burgers offset bun half cheese locked way jacked labor shortage it's busy place certainly just can't say loved offensive places outstanding,3
horrible service waited 15 minutes breakfast deluxe,1
nearly 50 order tons customizations got 100 right rare mcds food great family didn't throw fit food incorrect,5
mcdonalds place remodelled gone zoo themed life sized animal replicas thee inside,4
nice clean! remind order placed ago guess busy drive orders,4
terrible,1
renovated place months ago homeless place home sit inside hearing screaming seeing passed floor outside times inquire order forgot drive,2
terrible,1
bathrooms locked way manager open there's no hand soap toilet paper took forever food just sub satandard mcdonalds standards!,2
can't believe charge bbq sauce no thank,3
neutral,3
fish sandwich french fries chocolate shake money,5
never ice creams smoothies order wrong shouldn,1
good staff weren't demanding rude come coming restaurant,5
great mcdonald's open late food great thing night service not great nor attentive people restaurant,5
ordered 2 double fish fillet sandwiches got 1 double 1 single order checked double checked togo i'm not coming change order miles,2
filthy place dining area rest rooms staff member took order didn't know americano it's coffee menu buttermilk chicken tenders inedible looked amd felt like reheated times,1
it's mcdonald's,5
places crazy busy took 45 minutes food play area fun experience,4
ok kind slow,4
expect mcdonald,4
excellent,5
pulled drive 1 50 closing 2 left closing time didn't come say closed aholes drove past employees sitting dining area chilling disrespectful know what! ghetto shines dump,1
cheap fast efficient not bad road body not forgive,3
pleasant use drive window really fast waiting,5
cool no handle picking,4
good service open late,5
overpriced fountain drinks counter charge extra mayonaisse,2
food good drive line takes long,4
went cash ice cream frappes food decent extremely slow,3
breakfast mickey ds really wrong!,4
hate mcdonald's morning drive workers undertrained snappy difference sausage egg mcmuffin sausage mcmuffin overcharged manager tim pull reason assumed overcharge never came door 15 minutes acts unresponsive guy calling that's know unprofessional reaching corporate headquarters matter,1
fries time hot fresh oh sprite die,4
good,4
niples nice,5
excellent,5
order correct cold,1
don,1
cheap!,5
bah yes yes yes dum,4
mcdonald like,4
convenience close mandalay bay convention,4
terrible,1
never gets order right,3
literally took boyfriend hour 13 minutes receive food meals things happen it's thing understaffed maybe corporate needs step save location won't,1
ok,5
guy taking order drive standing outside taking orders really nice helpful,5
really sweet nice works drive,5
neutral,3
fries hard cold tasted like pan nuggets old nasty never again!,1
rude managers profiled life threaten corp worst fast food,1
lobby closed whan it's says open 24 hrs,1
expect,2
great place behaved dogs water not hand not clear plenty paid parking,3
great,5
order stop 15 seconds window time second window food magic? no just great service,5
nice place good breakfast,5
excellent,5
breakfast fast clean restrooms,5
probably best mcdonald's dallas beware line coming,5
friendly,3
good,4
good ask fresh fries spanish manager wanted stay warm fries said no fresh fries fried moment taught say minute fries fried moment customer important period,2
new renovated,5
dave giving wrong burger times row work till 1 00 morning want eat home sleep sheer unnecessaryness mcdonald's saying annoyingmultiple burger wrong times,1
waited 20 minutes mobile order till went worker told mobile order walked away saying came right food probably just sitting aside time fries old took picture understand dine closed consistent mobile orders kindness goes long way needs training,1
great fast service actually lots onions pickles burgers lol s0 actually started enjoying hambergers,5
ok quick bite attendance kind slow,3
messy knockoff block,4
good service nice people fast affordable food thank mcdonald's,5
good,4
good place open 24 hrs,5
food hot order came ordered no pop okay sure,2
slow inside order focus drive people inside! overall it's okay maybe depends day come,4
poor,2
great place eat,5
waiting couple minutes anda no body order inside cigarrete????,1
located close customs,4
mcdonald's tourist trap?! yeah worth mcpizza like really good gas station bowling alley pizza alfredo pasta salty no worse frozen stoffers big box store brands pesto basil actally not bad not bronx ny italian means yeah gross playplace kids video games not bad money drain arcade,4
mcdonald's goes great fries hot burger fresh pies hot complaint opinions limited,4
great,4
excellent,5
came today store 9pm person charge scream table closed lady red curly hair didnt said computer people ordering came said closed told said outside page store close 11pm said rude way order food not prepared closed computer didnt said woman im not wasting time energy people rude like m writing review closer store house really sad company unprofessional rude employees not time bad cx service experience store today far dont think values company,1
2 laptops phone stolen car park restaurant no safety cameras locally known police trouble spot dennys,1
pretty college girls it's regular girls gone wild fest? maybe not wild plenty young pretty ones,5
don't know you've called 24 came 3 30 morning 3 people say close does place advertise 24hr drive cash midnight don't corporate agreed,2
terrible service,1
service not good good thing desserts,1
clean place cool machines order couldn't figure use surprising faster order counter cashier,5
amazing! best mcdonald's food i've missing food worth food okay didn't mind inconvenience,5
stars fries old refried,3
mcdonald,1
mcdonald's foods just suck,1
don't eat mcdonald's usually bit i'm town come location bex food fresh,5
it's mcdonald's not bad considering just completely remodeled place kitchen upstairs smaller foot print bigger organized parking area,4
good prices branch,3
good food,5
enjoyed eating,4
beware!!! roaches! calling health department place closed handed food roach bag jump walk place filthy night shift girl refused refund owner contact watched staff disrespectful giving food free groups mexican kids garbage inside vacation week time making phone calls week wrong person people,1
reason giving location stars instead 5 overall don't eat mcdonald's fast food day did santa monica just sudden craving fatty sugary went inside dislocation surprisingly clean staff hospitable friendly alert ordered french fries sweet iced tea proceeded outdoor courtyard eat just clean inside haven't mcdonald's 2012 really surprised fresh french fries sweet iced tea taste okay okay,4
nice renovation slow service,3
neutral,3
bad service forget complete order missing meat hamburger,1
excellent,5
terrible experience filthy no soda staff not ruder tried,1
poor,2
app gives great deals !,4
updated mcdonald's efficient able quickly process customers,5
good,5
kinda slow service small restaurant food comes decent,3
workers helped free apple pie plus sure needed,5
incompetent staff girl taking order didn't know doing lady brought food rude,1
good,4
food stowed bag standard want eat sauce mc fish fillet oilier normal furthermore mc 34th street dingy,2
excellent,5
sign inside says hiring smiling faces that's good staff smiling egg mcmuffin burned edges got sweet tea instead regular tea didn't ask sauce just hot sauce nice thank definitely not place recommend stop,1
good,5
mcdonald's buff said,4
mcdonald's garbage dirty no soda orders 1 2 lanes nope,1
good,4
neutral,3
neutral,3
consistently worst meal pay microwaved nuggets cold fries 30 minute wait ask for? dont ever! better going hungry giving meal payed homeless donation box drive,1
good place philly!,5
newest slowest minutes drive meal,1
don't eat mcdonald's ubereats deliveries love mcdonald's parking structure area typically doesn't makes convenient people choose eat,4
hate,5
good place,4
newly remodeled beautiful building convenient ins outs got order right no complaints,5
ordered door dash french fries missing 5 children sundaes mcflurrys missing called door dash got credit missing items know don t dash fee delivery fee tip credit items missing lost money reordered missing items included 3 oreo mcflurrys 2 fudge sundaes carmel received 2 sundae 1 mcflurry door dash credit loading fees tip try store manager talk parties making packing checking order tell just careful pack receipt just read check no 3 calls rang times went message store t answer calls anymore late not rush hour care taken ensure quality food disappointed store,1
like mcdonald,5
good food,5
good,4
basic mcdonald's experience,3
heavy traffic specially night there's cars long time food,3
clean friendly,4
good service,3
went today got double quarter pounder meal got double hamburger meal,3
delinquents hang,3
love want,5
love service extremely fast effective,5
eat house toilet look like this?,1
quick pop drive cold drink visiting fun spot frozen coke products amazing cinnamon roll!,5
mcdonalds! home bag im taking place home big macs everyday baby!,5
great,5
clean super fast ordering app,5
fries cold thats ordered took 14 minutes,2
worst slow rude,1
2nd time ordering filet o fish meal store just tastes bland fries cold hard regret spending money,1
billions billions served like self kiosks order food,4
best thing world's largest mcdonald's pizza cheesecake arcade jumbo playground great best mcdonald's mactonight animatronic mounted wall,5
crowded not workers workers tired forget orders screams customers,1
good food fast food quick service healthy options,5
stores updated appearance vastly improved service toom,4
terrible,1
d like start saying far love employees great attitudes act professional real kind stop morning come realize apples pies hard rock real problem location don t best stickers,1
guess guys having day,1
excellent,5
people working not friendly went drive thing said total,2
excellent,5
place good sandwich dessert nice warm did wait quite bit,4
ordered tea lemon didn't lemon asked lemon answer didn't lemon u asking want didn't,3
open 24hrs line bathroom 11pm place open,4
food decent tooth pick fries unfortunately wasn't say just passing vacation chicago,1
excellent,5
clean kept,5
it's hot good lots big mac sauce,5
excellent service manger melissa kind helpful,5
great,1
i've times 50 time it's great prompt service order right half time long wait order wrong like asked hot n spicy cheese double cheeseburger burger patty 2 pieces cheese hot n spicy didn't cheese chicken really dried old it's toss dice 24 hour lol,3
great customer service!,5
ice cream gritty fudge daughters sundae runny tasted little like coffee trashed left parking lot better luck time,1
good place,4
it's mcdonald's amazing wasn't clean gave 3 stars cuz vanilla shake quickly tasted better normal,3
order simple lg coffee 2 egg bacon cheese biscuits cashier didn't use punch app plus ask coffee saw pot never got sandwich cold,1
