clean_review,Star
good,5
took minutes order order took forever wrong mc muffin rock hard instead cheeseburger friend ordered received mc chicken cheese sweet tea little straw trash bin soda fountain bursting spilling ice catch facility dirty packed inside drive obviously understaffed,1
excellent,5
excellent,5
long wait,3
totally hit miss old town near friday nights weekend busy night decent staff consistent chains food quality,3
neutral,3
legit,5
super impolite drive cashier repeat order times bc talking didn,1
th st th ave busy affective service fast paced good service,4
friday night pm dining room closed cars line person just ordered employee comes tells sorry stopped taking orders close,1
dont hrs door doors closed people inside change hours,1
fries good hot got crispy chicken sandwich hot like forgot season bland basically taste thing tasted pickles sandwich definitely sandwich say overall ordering crispy chicken sandwich mcdonald major gamble gotten twice really good good bland burnt dry advice don,2
mcdonald right house really reason continue service excellent missing order single time having hassle getting going inside really defeats purpose going drive,3
clean safe tourists,5
ordered uber eats drinks cookies order cold food,2
worst mcdonalds waited line ordered minutes finally food pickup window finally got asked pull forward cause food ready frys needed minutes minutes later inside finally meal stone cold,1
daughter addicted mcchickens lovn berry frozen drink minute maid new,5
says,1
neutral,3
quick fresh,5
pizza wa excellent pasta good peppery normal mcd food similar,5
mcdonald,1
breakfast priced rigjt egg mcmuffins,4
employees disgustingly rude attitude literally time haven purely convience way job need eat grab terrible cup coffee basically desperation smh ll digress rude make mistakes basically oh problem attitude stingy sugar sweetener serve cold food buns beef smh,1
like el salvador usa eat,5
excellent,5
exactly expect mcdonald consistent food speedy service place use cleaning,4
great experience fast service accurate order location dollar menu clean restaurant highly recommend mcdonald,5
food good getting order time new challenge,3
excellent,5
mc donald contract uber drivers free coffee does,1
really understand hard complete order single time make multiple mistakes frustrating,2
mcdonald mcdonald say wanted snack hungry drop place,5
great coffee faster services,5
good,4
just look design huge inside playground order latte apple slices forgot kids half hour,5
excellent,5
good customer service,5
know dallas zoo attraction past times took granddaughters packed inside play area filthy trash bins flooded trash tables nasty dirty sit luckily disinfecting wipes takeouts,3
bad just crowded,5
bad service don order,2
like way order food automated great food came quickly,4
average food average establishment bot expensive,3
nice customer service morning fast service,5
good,4
zero hygiene,2
order wrong paid double hamburgers received single hamburgers drive took forever despite,2
itsa good place,5
mobile app curbside definitely time saver,5
good caramel frappe order sweet gave want,5
excellent,5
nice respectful customer service clean bathrooms,5
quick friendly really want serve really want happy food,5
worst service minutes waiting drive,1
worst mcdonald unfortunately leave star automatic screens place order want breakfast order lunch completely waste time money better going street burger king getting whopper,1
reliable mcdonald drive facility,4
worst service people respect line service slow waiting treat bad recommend,1
regular mcdonald point ban pizza pasta bit interesting,5
service food expect mcdonald,3
food bad service bad complete cluster,1
uncooked foods,1
food way salty line way long service way slow,2
slowest mcdonald ve visited checked pickup order uber waited minutes backed hadn started order returning location,1
slowest drive,1
place fine service fail managers shift leaders talking laughing customers waiting order,3
better average mcdonald,4
cashier nice clean inside food fast,5
just happen love mcdonald,5
toilets disgusting,3
cleaness mcdonald friendly attentive staff,5
order wrong service usually great,5
incredibly long wait cashier stoned mind wearing mask slurring words forgot half food smiling creepily saying random things,2
micky ds expect,4
american icon,5
zero stars thry awful service,1
old lady cashier rude speaks poorly english rude,1
just came lake creek festival location continue mess order took order manager rude,1
like chiken,5
ordered meal drink drink came people working look like dead inside receipt lots homeless junkies extremely sketchy,1
love serve meal eat easier pay family friendly place,5
really slow services late night drive thur slow wanted park soda refused,1
good,4
time mcdonalds near rude smile don mind nice place came eat moved wasn good sign completely turned place used love come eat plus homeless situation control security dallas phone job literally haven gone weeks asked smoke money food single time drive sorry buying food everytime just afford,1
super hectic busy despite staff friendly kept cool takes little bit food chances swamped em break yeah,5
great place long wait order rush hour,5
pretty quick service food hot good gets mcdonalds,5
good,4
spot son hash brown class,5
beautiful customer service beautiful people,5
mcdonalds,1
excellent,5
lines little long food fresh hot,5
mickey kind depends restaurant site little dirty food good,4
good coffee,5
restaurant clean people friendly good place,4
friendly staff slowest service everytime ots min,3
great food,5
new staff provide fresh experience food fresh proportioned correctness large french fry fries medium size imagine loving,5
cold fries flat soda awful,1
thank cold breakfast wait minutes families got theirs lil sandwich coffee just forgot meal let sit thing warm coffee barely,1
time visiting store horrible place eat person service desk did eye contact food ready just damp order desk asked gentleman order said yes horrible place recommend,2
excellent,5
excellent,5
absolutely amazing went closing time waiting time seated server ty amazing great time drinks time hands favorite places eat drink,4
took minutes deliver mocha frappe look delivered seen attached photo,1
food precooked dried like commercial lies nothingcooked order,2
like good service super clean thing check order don send things,5
worst mcdonalds ve seen bums laying panhandling inside store employees allow,1
excellent,5
kiosk introduced restaurants staff does acknowledge presence plus staffed servers bringing food tables bump customers constantly overcrowded staff looks like pure chaos went register place order cause prefer talk human counter person told use kiosk busy organization order just chaos confusion extra staff introduction kiosks service slower wrong,1
long lines orders asked,1
person took order charged large meal rang small drink questioned girl giving items got defensive accused drink machine argued entire time fixing problems,1
great fast service actually lots onions pickles burgers lol actually started enjoying hambergers,5
workers busy standing talking instead coming pick receipts customers pay meal jus right wait hour food poor,2
unqualified employees serve customers busy goofing eating fries tend customer needs milkshake watery wasn,1
fast good service,5
good fast food,5
neutral,3
young man cashier outstanding customer service,5
super fast service need clean tables surrounded area,5
breakfast,5
nice food ni hot,5
located beginning strip mcdonald type attention does best attention bad accesses comfortable leave premises rear sector parking park eat order wait,3
good,4
got breakfast place today mold orange juice feel gross,1
mickey,3
poor,2
staff friendly rude,1
loved icecream,5
worse service waited minutes line got menu order lady taking said right came order tried order breakfast told serving breakfast granted menu outside showed breakfast tells serving lunch told says sorry sell breakfast says talk manager pulled talk manager rude said ran breakfast said ok menu said don know tell ran breakfast shut window going order lunch didn,1
dirty,2
particular changed order slow order meat burned,2
good asked stuff hot did feel like regardless lunch time pm stay busy location far best everybody loves mcdonald don know people everyday pricey crazy maybe twice month work,3
food hot sloppy sandwich,3
pretty outdated far mcdonald concerned family friendly types customers inside food consistent locations,3
wrong orders missing food,3
good place drinks food fresh food hot recommend thank mcdonald,5
good time little ones,5
place great want place looks nice people great food cheap great big families hope enjoy,5
neutral,3
clean fast service pilot stop shop need gas,4
workers wear gloves hair nets setting unprofessional workers texting having inappropriate conversations poor customer service long wait time food,1
know getting burgers,3
served raw food rarely mcdonald regrets,1
good,4
especially love fliet fish,5
excellent,5
nice location,5
nice clean large mcdonald wdw bad place stop quick bite eat going animal kingdom parks,4
manager establishment disrespectful doesn want job fact line held minutes wouldn recommend mcdonald,1
usually morning order usually gets messed week said replace meal free following visit,4
did drive food warm turn,2
time going today food cold,2
excellent,5
say mcdonalds place inparticular nasty yes come coffee try limit homeless hang saying kicked curb place smells workers ok woman like years mastered art register don come pm high school kids nuts know isn new lots people fun writing thanks time ill make coffee home,1
mic donald pretty fast compared ones,5
service used good nowadays sucks order app make wait min got car really happy face gave order place dirty didn smell good ne,1
mcdonalds expect time place fast cheap consistent food good,4
arrived service response drive,1
santa monica pier steps,5
good,4
fast service,3
manager stressed doesnt know behave,2
used selling good,1
bread used burger bad completely different usually mcdonald,1
buy coffee ask bathroom told closed open walked restaurant pleading make cashier budge urgent standard answer age garbage policy today covid,1
car order big mac meal mins worst customer service,2
stores closed,3
food okay wasn,2
excellent,5
horrible costumer services waited drive mins,1
convenient great location complaint,4
love american home,1
lots people manageable line service okay,5
worst customer service,1
bit dirty,3
screwed order fixed quick friendly service self order machines,5
bees place evn reach hand window pay food fries cold just terrible,2
nice service,5
bad service staff discriminate homeless paying food time realize people,1
nice pleasant food hot,5
good,4
grandchildren enjoy coming staff children friendly,5
come food hot,4
young ladies work day busy chit chatting texting making coffees wrong cashier drive window literally handed receipt head hand texting irritated paid coffees wasn reached destination realized completely wrong ladies making coffee talking laughing didn say hello thank rude,1
lazy staff act special ed unless day recommend mcdonald,1
great spot mellow atmosphere really figured niche,3
long lines rude staff ask sauce register open homeless entrance smoking blunts smell ordering,3
longest line wanted fries oreo mcflurry,1
food left door dash order called wouldn,1
worst mcdonald ve workers slow motion ignore wait minutes just pay food ordered kiosk diabetic brother law shaking waiting food long,1
excellent,5
good,4
excellent,5
late night run mcdonald great service,4
bad service person served terrible recommend,1
busy especially pick window,4
neutral,3
neutral,3
mcdonald best world super clean friendly service tasty food makes place great place family,5
visited place like mcdonald order correct waiting correct order cashier complaining tired just want correct order enjoy hearing complaints,1
quick service,4
delicious food great hamburgers great breakfast menu especially like sausage egg mcmuffin like quarter pounder cheese actually items menu tasty,5
macdonald say good,4
burgers cooked,1
pretty clean,5
worst mcdonald rude attendants apparently cash transactions coming,1
neutral,3
good service clean,4
slow service usual,3
grt food,5
standard mcdonalds,3
fast service,5
faster mcdonald crazy busy work hard order quickly possible,5
went got coffee used bathroom really ideal place chinatown options coffee good restaurant isn cleanest,3
possibly worst mcdonald,1
works okay clean manager dumb box rocks reach bag food good thing didn wash hands went restroom,3
breakfasts,5
stopped pm tue went drive smooth issues quick fast food nice hot taking time read review follow reviews google thumbs,5
excellent,5
poor,2
food nasty wait night unheard horrible staff,1
eye rolled drive guess time order shakes lady gave spoons asked straws got offended eye rolled training training training people dealing customers,1
ok,3
time having chicken strips delicious like lot better rehn nuggets,5
love nice got kid meal great,5
great employees,5
did make coffee right tasted like water,2
rude staff complaining sitting table don want job,1
cold food rude customer service coming,1
took forever hardly busy asked order ready waiting like minutes told just handed order minute sitting time female working register disrespectful reason,1
fries soggy time soda gets bad constantly gave seltzer water instead soda sandwiches bad dry customer service single request instead care try new,2
satisfied buying large orders fries given large containers seriously half looking like small medium sized fries disappointed,2
long time location come closest house needs warm kid,1
good fast service sandwich cool fries smoking,4
poor,2
good gets,5
time come order right correct sauce don,1
worst mcdonald experience waited hour food cold finally arrived line shake sundae waiting talked multiple waited hour food waited minutes coffee aske,1
good mcdonald quite busy,4
great breakfast clean facilities,5
crowed security want stand space workers attitudes guy blue uniform horrible manners jerk come everyday spending drinks food doorman greatest,2
place good went second time pizza pasta cake mcdonald rate place best mcdonald experiences don forget giant play area upstairs free giant jungle gym area best bet pay minutes arcade time got minutes play games want,5
good food good prices clean excellent zoo environment comfortable spacious clean children area thanks,5
quick convenient,5
neutral,3
good,3
came lunch awaiting dr appt use walker staff register prompting helpful carrying tray filling beverage table choosing thank attention people disabilities stars,5
food delicious fries super hot,5
excellent,5
excellent customer service daughter special needs went assist greet assist smile lady coming asking okay happy end dinner clean tidy food delicious stars,5
good coffee excellent food nice people,5
went rare self indulgent treat thoroughly disappointed used mobil app pay went window offered reasonable explanation took minutes serve cars order incorrect coke tasted way sandwich looked like thrown box room,1
fun times,2
mcd small dirty nyc better service quick,4
incorrect orders time missing ingredients food missing chicken nuggets poor quality food really picky eater don usually complain gave location handful chances,1
good drive setup orders correct time,5
asked combo charged large went complain register guy said didn specify automatically largest combo possible nancy ma,1
quick food,4
good,4
line really like mcdonald order machine kiosk thing yeah legit definitely busy certain times fresh food,5
terrible,1
fast helpful oops respectful,5
good service tried new fresh meat quarter pounder tell difference old,3
ran apple pies place let treat wanted menu sweet deal,3
attention tourists high volume homeless people chain hired rude bouncer local authorities handle increasing population unfortunate citizens living trains stations residing stores food chains staff individual good time type worker mcdonald franchise,3
place pai employee awful,2
,5
mgr used great cs skills customer recieved order awesome pressure,5
excellent,5
super slow don recommend,2
nice quiet time quick burger people inside drive busy,5
bathroom attendant vocal helpful felt pampered stall,5
burgers cooked,1
good,4
employees friendly place clean lock mens room broken food pretty good,4
personal just don like quality food place open christmas,1
ordered quarter pounder got fish fillet instead smh messed order,1
clean quick setting,5
terrible,1
cool,5
excellent,5
worst mcdonalds ve waited minutes burgers raw plus toys happy meals,1
didn,2
dirty place toilets filthy waited min served fast food far best mcdonald ve,2
fast service cleaning,5
best fresh sausage mcmuffin,5
ok,4
man place awesome rolled line going way stop sign took maybe minutes food bad wife pregnant really craving ice cream fudge sunday ice cream machine ice cream home hot fudge ask couple squirts obliged didn button really happy wife thank chill people appreciate,5
mcdonalds yuck bind,3
neutral,3
currently bathroom toilet paper answers phone isn joke dispenser slot rolls filled careless hopefully reads couple seconds helps joke whatsoever upset running late gathering,1
food good orders filled properly past experiences order messed waited hours order properly,4
stop mcdonald nice ice coffee pumps sugar free vanilla,5
good,4
excellent,5
stop frying fries beef vegetable oil like rest world mcdonald food choice literally people don eat meat,1
excellent,5
super dirty attitude people gross trow food mcdonald save bad experience,1
big mac wasn fresh service fast like suggest download mcdonald app offer great deals rewards points receive free food,4
rude staff lack customer service skills dirty,1
great place great prices,5
wow sitting drive hour slowest mc donald,1
employees mcdonald cordial treat nice,5
eat mcdonalds times week service questionable drive order screwed wait drive order minutes giving order speaker line told rudely wait times given order server practically threw bag disappeared got work eat hotcakes plasticware syrup butter napkin calls placed store went unanswered poor service,1
poor service takeout orders toilets clean,3
good,4
dirty tight parking lot homeless people,2
good,4
reason gave place star couldn zero ordered kiosk mcdonald counter line long come kiosks weren taking payment proceeded wait line hour just pay food asked refund friend food manager pointed food sitting mins said coming uh needless say got refund ended going street ihop instead shout waiter ihop staff doing better mcdonald,1
complaint food bag small close food gets cold quickly,3
sloppy,1
waited min drive did rude cashier salt fries lol want make hour comical,1
good,5
busy time year did visit bathrooms clean complain,5
bad mcdonald area,3
nice food nice play place,4
simply tasty sweet,5
micky ds best ive seriously clean friendly snotty workers actualy got napkins bag meals dont rate mcdonalds simply fast food place guys old standard brought thx,5
worst person world taking orders window red yarn braids nasty disposition rude verbally abusive ordered cut repeat order price given went second window person filing order huge attitude stated attitude necessary proceeded bark ready fight neck action attitude location second time week ive treatment believe mngr allows behavior issue person behavior unnoticed,1
terrible service don,1
burger big mac cmon,1
average average average,3
fast food fast,4
good,4
people got shot altercation mcdonalds walked past morning low life thugs bashing blood spilling faces police restrain cheap low quality food produced attracts horrible crowd wouldn looking forward establishment shutting,1
went drive breakfast like egg mcmuffin meal thing ll eat menu meal coke ended wrong gave sausage biscuit coke horrible line long did time wait just threw away won coming location,1
love food,5
excellent,5
went drive told serving breakfast circle line lunch doesn start,1
flee waiters unpleasant ordered sundae isn peanuts haven proposed thing substitute like oreos,1
melissa manager night gave great customer service knows care customers problem good job melissa time town thx,5
nice clean fast services,4
good,4
help haven,1
excellent,5
ok,4
don trust location charged card bought item drive manager rude short tried disputed seeing charge help addition quality food sub par visits usually lukewarm fries obviously sat long time fast food locations close,1
terrible,1
wouldn star location employees rude disrespectful dont understand away getting discipline need huge training customers satisfaction skills look different kind work dont seen avoid behavioral issues workplace,1
love fries friendly,5
clean good food recomend number mcgriddle,5
neutral,3
say use work mc donalds custermer service great went drive tonight help speaker drove window cashier tell need line order order window line good mn window talk manger just left ignored custermer asking did help left drove big line went drive oder tel ice scream inline stay line served windows help just need ck cause video posting line horrible custermer service mc donald compare chick fil don come close quality custermer service people need start speaking mc tge drive people wait mn pollution story hope makes ck,1
worst mcdonald ve slow incompetent rude wouldn let use restroom spent awful customer service took,1
ordering kiosks service quick restrooms clean,5
good prices large diet coke ice cream cone,4
poor,2
just mcdonalds restaurant quick meal quality mcdonalds restaurant better point view services clean expected bad point,3
nice place quick service,4
clean friendly staff family great time,5
quick service good food,5
forced place order using kiosk quite pain neck computer challenged people world,3
neutral,3
best mcdonald place clean gets quite bit traffic parking tight drive hrs short staff young professionals represent great fast food,5
worst mcdonalds considering important location town staff rude lack service lack cleanliness extremely impressed staff speak english zero speak spanish don,1
excellent,5
excellent,5
better,4
neutral,3
food quality good cafe clean staffs friendly location good want order food self order screen inside cafe drive available good kids kids playing area inside cafe,5
good customer service clean nice neat fast,5
garbage worst service seen,1
typical visit sucked time got food fries cold,3
ran straws suspect,1
alright,3
frozen treats greatest,3
excellent,5
good,4
kid enjoys indoor park,4
excellent rest,5
forget smh,3
pleasant employees fast efficient service coffee lot just right,5
management getting better,4
perfect,5
ok service stinks took long,2
nope,2
homeless people dinning area quite filthy,1
worst mcdonald franchies orders messed given face face branch way avoid,1
waited minutes drive order got cars let line,2
love mc donakds foods consistent,5
admit location busy arrived line street double drive worried took mins moved quick surprise fries fresh hot best fries got cheeseburger admit pleased hate decide actually eat calories cheese thrown hamburger melted yucky right time good cheez burg,5
rico hot delicious muffin sausages thing don napkins ketchup spicy sauce,5
hash browns,5
poor,2
good price,4
drive sucks fries cold remade hot oil wasn,1
great price breakfast,5
worst mcdonald nation food usually stale cold sloppily complain act like fault bad sandwich,1
stay away mcdonald seriously worst service,2
ordered large unsweetened iced tea received large cup barely colored water guy asked wanted said comes pot wouldn better left colored water pretending tea,2
familiar awayfrom home,5
customer service poor frosty added toppings regular soft serve didn bother mixing asked ketchup fries handed ketchup box grab ketchup packets,1
mcdonald,3
neutral,3
just hot fudge sundae soda hot day hit spot air conditioning inside,5
excellent,5
slowest staffed mcdonald honking drive trun people screaming waiting forever stressful environment,2
neutral,3
mcdonalds quick service good food note gets little crazy night time busy spot pier,4
liked bundle diet coke refill crowded friday lunch menu started,5
long white hair sandwich food old didn bother reorder dumb going ve right,1
possible mcdonalds bad lived pb years location gotten order right truly unbelievable,1
messed order slow alot loud mouth drug addicts making noise,1
wish zero star employees fight food order honestly worst mcdonald place charge cents barbecue sauce mcdonald restaurants just lend respect,1
service fast people nice,4
nice employees waited min cold food,2
nice,5
staff slowest seen addition rude mcdonald needs care restaurant,1
forgot order big deal needed exercise did apologize,2
want apologize recommended particular mcdonald past restaurant used recommend tourists looking fast place eat away disney parks close parks quickly time worth menu cheap know expect international chain chain know food gong like let look need member chain restaurants need set apart service reason used recommend restaurant sadly don think care anymore time went half kiosks weren working didn print receipts plays service atrocious actually lot played ve gone mcdonald recently know pick food kiosk number table pay kiosk sit wait food typically takes minutes day ve garnered tourists locals days team work decided weren going bring food table fine indication course form service didn happen minutes trying place sit slight exaggeration told customers leaving weren calling numbers wait counters ok counter wait food minutes later obligatory mess ups corrected big deal used laws visiting point trying figure haven received order dawned father law doesn receipt remember machine wasn printing receipts person calling numbers calling number receipt tent number apparently laws food ready master minutes amazing customized placed abandoned order area hadn said received food lady called tent number told person lack receipt problem information got transmitted person calling numbers spoke told receipt asked receipt number tent card hand pointed receipt plastered ice cream machine asked receipt aside travesty important thing restaurant place looked like slightly cleaned version break room local dump sure just didn staff shift like said ve talked tourists locals say way,1
tried curbside delivery using mcdonald app worked problem delivery spots regular eat customers park defeats purpose inside place clean self service ordering kiosks,4
mcdonald say,3
horrible service moronic lady working counter register pm august th shoved corner rear store indefinitely fact couldn grasp english language isn worst attitude acted like doing job inconvenience,1
night service suck manger attitude day problems,1
excellent,5
excellent,5
fast kind personnel,4
cleaner good service,3
combo meal week treat food service parking good place packed certain time day bit patients meet rude customers good job employees hard work serve drive dine deliveries curb pick just opinion experience,5
coke icee,2
issues good experience,4
neutral,3
waiting mins drinks,1
play place long wait times,1
good,4
terrible,1
decent place eat ve seen better mcdonald city needs updated,3
food hot fresh,5
worst mcdonald drive lines extremely long window person confused order drive food person pleasant food left lot desired french fries fresh zero salt ordered piece chicken nuggets got pieces old stale cold needless say going,1
fast lunch try,4
local mcdonald wish rate higher especially considering added modern stuff like diy menu boards nd drive lane point second drive lane employees just ignore like happened tonight security inside pan handlers drive lanes night control food wise things long time usually normal mcdonald type food don salt fries,2
clean place good food,5
good,4
terrible open indoors tried mobile pickup ice coffee click picked received couldn,1
service slow given wrong order,1
mean mcdonald know time prices place make wanna come,4
hot fries standard fare busy weekend nights drive,4
depending time service quick,5
worst experience help menu love spanish people fresh arrogant,1
service great awesome job food security don worry lose chicken nuggets hamburger money,5
quality fast food,5
power outlets place best employee table noisy confused environment business people minute time limit internet,2
terrible,1
stars hit miss order correct utensils actually eat meal check bag leave,3
great place clean rooms,5
staff knowledgeable know english work fast reason stars,3
neutral,3
excellent,5
clean restroom,4
good,4
nice place clean fast service friendly staff,4
stars quick hand fries cold burgers drenched ketchup told gentleman hold moment seconds later girl came like minute normally don write review hate leave bad think oldtown hot fresh just got hospital wanted warm meal,2
forgets meat sandwich brodheadsville mc donalds mean really,1
fast food lines drive slow services,3
clean friendly like environment spaceious view served food convenience eat morning like classy restaurant,5
hours zero stars,1
excellent,5
went place asked ice cream like don ice cream,1
cleanest ve service pleasant nice eat inside,5
mcdonald service fast friendly food good importantly french fries hot worst cold french fries,4
mcdonald taste horrible postmate,1
couldn cheese sandwich properly terrible,1
poor,2
terrible sitting lane drive minutes car pulls lane order st nerve tell hold minute broadway mcdonald north newark,1
tried rush insulted terrible attitude added tea order walked away credit card large cup black finger prints marks gave scorched cold egg mcmuffin sandwich hashbrown greasy ordered bacon mcgriddle cheese hash brown senior coffee thanked stated cost wasn aligned normal cost ask better ordering meal reduced price nicely wonder server didn offer check price help decided paying cheese ll got order bacon hash brown just loaded grease sandwich messier sweet dough yuk hash brown soaked bag know mcdonald serves fast food feel like heart attack going happen ate rarely stop mcd running hadn eaten experience reminded emergency food emergency room food,2
wife love mcdonald especially fires place make rethinking mcdonald service mindset order couple time condiment ask drive double check remind picking order really disappointed make laugh month ago order cheeseburger surprise got bread pickle cheese ketchup beef today thought maybe ll mobile app order time just maybe just maybe order right surprise usually don write little things happen irritate mcdonald really need improve service countries mcdonald gotten kind service sadly mcdonald good food bad service,1
great customer service cashier laquisha great customer support experience,5
really good service ordered breakfast burrito mocha ice coffee,5
mcdonald run,5
child got taking away bc homeless man,3
make sure app dave money free stuff,5
slowest mds,1
service good quick french fries nice hot definitely complain definitely stop time area mcdonald,5
theyre updating play area bringing kid born,5
pizza oven turned good philly cheesesteak good ac upstairs struggling pretty hot went kids sweatted storm playing play place warm did issues finding seating tables big groups nd level,4
ice cream machine broken,4
people night shift rude pass tru nite try buy burger manager told speaker em ready wtf drive tru wen araund talking boyfriend black chalenger selling drugs smoking weed sell drugs tru nite omg,1
quick service regular macdonalds food,4
service slow worst mcdonald experienced,1
excellent,5
weird location food okay,3
happy location dining room big sign window stating dining room open open afternoon wasn open rules plus wasn allowed order window don car bike,1
check bag leaving moderate defect rate,4
took kids dinner universal order loud sat second floor sure drinks lower level waited minutes food kids played got order didn food deliver table took minutes food corrected kids great time tired seating comfortable young lady helped finally order bathrooms clean difference morning trip evening trip substantially different,3
dirty place long wait food different italy,2
mcdonald recommend huge roaches friendliest staff extremely rude type odor,1
excellent customer service gentleman drive friendly helpful courteous,5
got order wrong,1
good food,5
time mcdonalds listening mexican music felt like street taqueria tijuana eating burger,2
fast rich,4
place huge large play place fun arcade pizza mcdonalds yup tried overall delicious great flavor crust little liking overall fairly clean floors little sticky bathrooms clean,4
neutral,3
slow missed train,1
getting better service nice people,4
ordered cheeseburgers pickles got burgers cheese pickles establishment clean kept nice interior update soda machine touch screen add flavor shots like like russian roulette mcdonalds,1
sure check order leaving took times order fixed ordered regular meals,1
food fine tables dirty,3
super terrible bad food change oil poorly cooked food recommend potatoes black horn burnt oil,1
neutral,3
good fries stale,1
famous chain fast food try difference korea personally tasted better korea,5
like type drug jus didn like zombies,1
special okay,3
maybe cleanest mcdonald pass closer ones house just come cleanliness good,5
food ok price ok drive make pull forward food isn ready,2
good usual,5
mcdonalds hit miss depending staff quick time dual drive order stations work slow getting food times order great breakfast team dinner team hit miss day great time order jacked normally pretty good normal menu items specialty stuff jack like big mac good grand mac won leave half sauce silly lbs lettuce mean inside tends better drive time,3
went tonight drive worker didn headphone mic just kept cursing saying bull kept order food tells milkshake machine problem politely ask certain time,1
neutral,3
got chicken sandwiches good,4
excellent,5
terrible service waited drive speaker minutes asked order proceeded wait line mins food taking longer pull,1
neutral,3
neutral,3
ok service kinda slow cash,3
long wait line fries nearly room temperature chicken tenders tough like rubber bands diet coke drove cherry coke combo meal ridiculous mcdonalds avoid future maybe mcdonald chicken tenders location,1
service mcdonalds doing worst time,2
cream sugar ask coffee super lazy ones tell cream sugar dispensers broken times week visiting extra mile away casselberry just bc make coffee want location used lot hard earned dollars late choosing location,1
stopped food bathroom break road hours got bathroom girlfriends turn refused allow began raising voice closed just went said customers tried telling showed unopened food said money let use br apparently play games bathroom homeless people asked money inside mcdonalds leaving,1
cleanly exterior maybe need security outside,3
ordered double quarter pounder cheese meal fries good took bit burger discover patties fully cooked,1
small mcdonalds clean restrooms locked somebody let frustrates place staff needed meet crowd,3
shakes really tasty,4
average place purchase fast food,3
park worn minimal area kids bathrooms messy unkempt food good expected just extremely dirty points,2
cold burger,1
fast food place fast cheap food expecting mcdonald bound disappointed said mcdonald does job disappoint gotten wrong order bad food place probably won,4
great food friendly staff,5
mcdonald fast easy,5
neutral,3
drive slow,1
neutral,3
service excellent hours hard worker clean traffic flow experiences memorable amazing work mcdonald,4
guys forget items ordering,1
drive open hrs theres worse driving location advertising open cleaning person ignore try ask hours edit finally able attention employee says close,1
busy mcdonald morning based location service good fast great place dine,5
good,4
good,4
times fast food place just coffee fix feel like having coffee,5
cold nuggets homeless people just walking cars,2
,3
like new building better super friendly staff employee spoke super nice polite helpful smiling highly recommend mcdonalds,5
hr,4
love location cuz downtown super quick,5
fresh better fresh,5
ordered mcds drive screens normally state vandalized disrepair service average food average ina visible corner turn drive bit tight face people exiting pick window drive mindful surroundings,3
soooo busy ordered drink knows actually got,2
delicious,4
location fast accurate super friendly come future,5
isnt people actually want look menu having employees stand outside hot sun corner menu taking orders dated sandwich board pretty ridiculous ordered board tablet order wrong simply order box like normal drive thrus mcdonald,3
door new york univercity store kids insisted going saw magical iconic mcdonalds time pleasure self ordering stands amazing save time order accurately exactly want order people including kids having opp,5
thing worse service food wife big mac tasted like dropped ashtray,2
just mcdonald,4
late saturday working mcdonald supposed hours poorly managed like mcdonald gm canned,1
excellent,5
clean fast service polite,5
don,1
just like mcdonald,2
service horrible took long order wrong dont,1
wife watched lady cleaning bathroom mop bucket straight lobby mopped floor bench people sit water mop bucket disgusting,2
hot food good tea,5
neutral,3
food good fresh,5
good,4
fries cold pop flat rush didnt time wait waited fresh fish got came home cheeseburger went manager looking receipt like did wrong ask fresh fries refused wrote receipt leslie worst customer service zero,1
manager really mean employee problem employee,1
pretty fast breakfast rush,3
mac tonight,5
terrible,1
staff rude,3
mcdonald did great job contact mobile orders orders correct time speedy great service,5
excellent,5
neutral,3
food expect mcdonald fifth star missing service pace nonchalant location clean,4
received spending fries mix old fries original chicken combo meat bun burnt try answer couldn return,1
ewwww clean bad services just ewwwww,1
fast service ordering machine fine tuned user friendly staff standby help guests machines dining area clean nicely decorated great views glass windows upper floors free wi fi pretty reliable,4
smile face helpful polite,5
good fast food,4
slow service,1
service slow,1
line long,3
single time night open says,1
work late mcdonald pm sit minutes finally answered promptly told closed asked correct close midnight said midnight said oh weird watch phone car clock say got time got talk just told leave closed cars assume turned understand real restaurants wanting seat people close closing drive order ve taken minutes tops ve gone onald,1
expect comparison eu mcdonald food poor drive nightmare,2
husband wanted combo mobile order drink machine shut manager keith went way rude shut asked orange juice price soft drink scene soft drinks available soft machine broke stood waiting food condescending maid comments like,1
looks like renovated went person taking order pleasant despite heavy orders bit wait drive number cars,5
disgusting food terrible service area make sure right past place dont look way sick eat garbage mean worse way wouldn feed stuff animals wouldnt eat stuff starving horrible end story,1
place filth don bother cleaning tables service ridiculous employees super rude don recommend getting food don trust place don trust sitting sake don restrooms surprise place running hasn shut gross,1
missing orders fries buckets nuggets understand busy christmas good guys good service,4
college student likes study review noisy area yesterday just thing place decided finish eating doing homework received long distance long lost cousin ended talking catching till battery ran starting ready homework staffs told hours like really said yes supposed stay minutes hours didn exactly notice time came look time pm asked security guard stay homework said sorry understand just doing job left outside hey bought food stay anyways just left,3
quick pickup don time fountain drinks best,5
excellent,5
poor,2
kind gentle people clean fast service know mc donallds,4
review staff location visited mcdonalds pm pick food wife did mobile order just arrived tried explain manager think order screen rude answer order time course order arrived standing waiting min friendly girl danisha thinks tried help manager stopped sent carry stuff charge drive spanish customer making order danisha asked help said shocked,1
good,4
dirty tight parking lot homeless people,2
just okay,2
drive service took mins,2
don usually expect great service mcdonald visit great,5
